year,stage,position,rider,team,time
2023,3,70,EdmondsonAlex,Team dsm - firmenich,",,0:00"
2023,3,71,Van HooydonckNathan,Jumbo-Visma,",,0:00"
2023,3,72,GauduDavid,Groupama - FDJ,",,0:00"
2023,3,73,BuchmannEmanuel,BORA - hansgrohe,",,0:00"
2023,3,74,DewulfStan,AG2R Citroën Team,",,0:00"
2023,3,75,KeldermanWilco,Jumbo-Visma,",,0:00"
2023,3,76,IzagirreGorka,Movistar Team,",,0:00"
2023,3,77,PacherQuentin,Groupama - FDJ,",,0:00"
2023,3,78,BarguilWarren,Team Arkéa Samsic,",,0:00"
2023,3,79,PinotThibaut,Groupama - FDJ,",,0:00"
2023,3,80,MadouasValentin,Groupama - FDJ,",,0:00"
2023,3,81,CalmejaneLilian,Intermarché - Circus - Wanty,",,0:00"
2023,3,82,CraddockLawson,Team Jayco AlUla,",,0:00"
2023,3,83,KüngStefan,Groupama - FDJ,",,0:00"
2023,3,84,DinhamMatthew,Team dsm - firmenich,",,0:00"
2023,3,85,GeschkeSimon,Cofidis,",,0:00"
2023,3,86,BenootTiesj,Jumbo-Visma,",,0:00"
2023,3,87,GuarnieriJacopo,Lotto Dstny,",,0:00"
2023,3,88,MezgecLuka,Team Jayco AlUla,",,0:00"
2023,3,89,DelaplaceAnthony,Team Arkéa Samsic,",,0:00"
2023,3,90,Paret-PeintreAurélien,AG2R Citroën Team,",,0:00"
2023,3,91,FerronValentin,TotalEnergies,",,0:00"
2023,3,92,PerezAnthony,Cofidis,",,0:00"
2023,3,93,CosnefroyBenoît,AG2R Citroën Team,",,0:00"
2023,3,94,TeunsDylan,Israel - Premier Tech,",,0:00"
2023,3,95,KussSepp,Jumbo-Visma,",,0:00"
2023,3,96,MajkaRafał,UAE Team Emirates,",,0:00"
2023,3,97,PolittNils,BORA - hansgrohe,",,0:00"
2023,3,98,NeilandsKrists,Israel - Premier Tech,",,0:00"
2023,3,99,GallFelix,AG2R Citroën Team,",,0:00"
2023,3,100,GroßschartnerFelix,UAE Team Emirates,",,0:00"
2023,3,101,ReindersElmar,Team Jayco AlUla,",,0:00"
2023,3,102,AsgreenKasper,Soudal Quick-Step,",,0:00"
2023,3,103,CastroviejoJonathan,INEOS Grenadiers,0:280:28
2023,3,104,LópezJuan Pedro,Lidl - Trek,0:370:37
2023,3,105,EekhoffNils,Team dsm - firmenich,",,0:37"
2023,3,106,LutsenkoAlexey,Astana Qazaqstan Team,",,0:37"
2023,3,107,PedreroAntonio,Movistar Team,",,0:37"
2023,3,108,PetitAdrien,Intermarché - Circus - Wanty,0:480:48
2023,3,109,SmithDion,Intermarché - Circus - Wanty,",,0:48"
2023,3,110,TurnerBen,INEOS Grenadiers,0:530:53
2023,3,111,BurgaudeauMathieu,TotalEnergies,0:550:55
2023,3,112,ChavesEsteban,EF Education - EasyPost,",,0:55"
2023,3,113,CavagnaRémi,Soudal Quick-Step,",,0:55"
2023,3,114,DillierSilvan,Alpecin - Deceuninck,0:580:58
2023,3,115,GenietsKevin,Groupama - FDJ,0:590:59
2023,3,116,FrisonFrederik,Lotto Dstny,1:011:01
2023,3,117,SchultzNick,Israel - Premier Tech,1:031:03
2023,3,118,LatourPierre,TotalEnergies,",,1:03"
2023,3,119,ClarkeSimon,Israel - Premier Tech,",,1:03"
2023,3,120,PoelsWout,Bahrain - Victorious,",,1:03"
2023,3,121,LaengenVegard Stake,UAE Team Emirates,",,1:03"
2023,3,122,Van GilsMaxim,Lotto Dstny,1:171:17
2023,3,123,VermeerschFlorian,Lotto Dstny,",,1:17"
2023,3,124,HamiltonChris,Team dsm - firmenich,",,1:17"
2023,3,125,GuglielmiSimon,Team Arkéa Samsic,1:211:21
2023,3,126,WrightFred,Bahrain - Victorious,",,1:21"
2023,3,127,TillerRasmus,Uno-X Pro Cycling Team,",,1:21"
2023,3,128,ChampoussinClément,Team Arkéa Samsic,",,1:21"
2023,3,129,IzagirreIon,Cofidis,",,1:21"
2023,3,130,FraileOmar,INEOS Grenadiers,",,1:21"
2023,3,131,CostaRui,Intermarché - Circus - Wanty,",,1:21"
2023,3,132,HarperChris,Team Jayco AlUla,",,1:21"
2023,3,133,DurbridgeLuke,Team Jayco AlUla,",,1:21"
2023,3,134,LampaertYves,Soudal Quick-Step,1:261:26
2023,3,135,Le GacOlivier,Groupama - FDJ,1:321:32
2023,3,136,JohannessenTobias Halland,Uno-X Pro Cycling Team,",,1:32"
2023,3,137,BettiolAlberto,EF Education - EasyPost,",,1:32"
2023,3,138,EenkhoornPascal,Lotto Dstny,",,1:32"
2023,3,139,TurgisAnthony,TotalEnergies,",,1:32"
2023,3,140,KonradPatrick,BORA - hansgrohe,",,1:32"
2023,3,141,TræenTorstein,Uno-X Pro Cycling Team,",,1:32"
2023,3,142,AmadorAndrey,EF Education - EasyPost,",,1:32"
2023,3,143,KwiatkowskiMichał,INEOS Grenadiers,",,1:32"
2023,3,144,DeclercqTim,Soudal Quick-Step,",,1:32"
2023,3,145,HaigJack,Bahrain - Victorious,",,1:32"
2023,3,146,SolerMarc,UAE Team Emirates,",,1:32"
2023,3,147,de la CruzDavid,Astana Qazaqstan Team,",,1:32"
2023,3,148,DevenynsDries,Soudal Quick-Step,",,1:32"
2023,3,149,MosconGianni,Astana Qazaqstan Team,",,1:32"
2023,3,150,van BaarleDylan,Jumbo-Visma,",,1:32"
2023,3,151,GoglMichael,Alpecin - Deceuninck,",,1:32"
2023,3,152,van den BergLars,Groupama - FDJ,1:431:43
2023,3,153,CortMagnus,EF Education - EasyPost,1:541:54
2023,3,154,GregaardJonas,Uno-X Pro Cycling Team,",,1:54"
2023,3,155,PowlessNeilson,EF Education - EasyPost,",,1:54"
2023,3,156,SimmonsQuinn,Lidl - Trek,2:092:09
2023,3,157,VermaerkeKevin,Team dsm - firmenich,",,2:09"
2023,3,158,HermansQuinten,Alpecin - Deceuninck,",,2:09"
2023,3,159,JorgensonMatteo,Movistar Team,",,2:09"
2023,3,160,AranburuAlex,Movistar Team,",,2:09"
2023,3,161,PetersNans,AG2R Citroën Team,",,2:09"
2023,3,162,LouvelMatis,Team Arkéa Samsic,",,2:09"
2023,3,163,MühlbergerGregor,Movistar Team,",,2:09"
2023,3,164,UránRigoberto,EF Education - EasyPost,",,2:09"
2023,3,165,De BuystJasper,Lotto Dstny,",,2:09"
2023,3,166,AlaphilippeJulian,Soudal Quick-Step,",,2:09"
2023,3,167,ShawJames,EF Education - EasyPost,",,2:09"
2023,3,168,DegenkolbJohn,Team dsm - firmenich,",,2:09"
2023,3,169,MartínezDaniel Felipe,INEOS Grenadiers,",,2:09"
2023,3,170,PichonLaurent,Team Arkéa Samsic,",,2:09"
2023,3,171,CharmigAnthon,Uno-X Pro Cycling Team,2:412:41
2023,3,172,BjergMikkel,UAE Team Emirates,",,2:41"
2023,3,173,Juul-JensenChristopher,Team Jayco AlUla,",,2:41"
2023,3,174,FedorovYevgeniy,Astana Qazaqstan Team,2:562:56
2023,4,1,PhilipsenJasper,Alpecin - Deceuninck,4:25:284:25:28
2023,4,2,EwanCaleb,Lotto Dstny,",,0:00"
2023,4,3,BauhausPhil,Bahrain - Victorious,",,0:00"
2023,4,4,CoquardBryan,Cofidis,",,0:00"
2023,4,5,CavendishMark,Astana Qazaqstan Team,",,0:00"
2023,4,6,van PoppelDanny,BORA - hansgrohe,",,0:00"
2023,4,7,KristoffAlexander,Uno-X Pro Cycling Team,",,0:00"
2023,4,8,MezgecLuka,Team Jayco AlUla,",,0:00"
2023,4,9,van AertWout,Jumbo-Visma,",,0:00"
2023,4,10,PedersenMads,Lidl - Trek,",,0:00"
2023,4,11,StrongCorbin,Israel - Premier Tech,",,0:00"
2023,4,12,MozzatoLuca,Team Arkéa Samsic,",,0:00"
2023,4,13,SaganPeter,TotalEnergies,",,0:00"
2023,4,14,GroenewegenDylan,Team Jayco AlUla,",,0:00"
2023,4,15,MeeusJordi,BORA - hansgrohe,",,0:00"
2023,4,16,Kragh AndersenSøren,Alpecin - Deceuninck,",,0:00"
2023,4,17,AlaphilippeJulian,Soudal Quick-Step,",,0:00"
2023,4,18,LaporteChristophe,Jumbo-Visma,",,0:00"
2023,4,19,GirmayBiniam,Intermarché - Circus - Wanty,",,0:00"
2023,4,20,TeunissenMike,Intermarché - Circus - Wanty,",,0:00"
2023,4,21,WelsfordSam,Team dsm - firmenich,",,0:00"
2023,4,22,van der PoelMathieu,Alpecin - Deceuninck,",,0:00"
2023,4,23,TrentinMatteo,UAE Team Emirates,",,0:00"
2023,4,24,PogačarTadej,UAE Team Emirates,",,0:00"
2023,4,25,VingegaardJonas,Jumbo-Visma,",,0:00"
2023,4,26,SkjelmoseMattias,Lidl - Trek,",,0:00"
2023,4,27,AsgreenKasper,Soudal Quick-Step,",,0:00"
2023,4,28,HindleyJai,BORA - hansgrohe,",,0:00"
2023,4,29,Boasson HagenEdvald,TotalEnergies,",,0:00"
2023,4,30,ArndtNikias,Bahrain - Victorious,",,0:00"
2023,4,31,LouvelMatis,Team Arkéa Samsic,",,0:00"
2023,4,32,StuyvenJasper,Lidl - Trek,",,0:00"
2023,4,33,SmithDion,Intermarché - Circus - Wanty,",,0:00"
2023,4,34,ReindersElmar,Team Jayco AlUla,",,0:00"
2023,4,35,DurbridgeLuke,Team Jayco AlUla,",,0:00"
2023,4,36,RickaertJonas,Alpecin - Deceuninck,",,0:00"
2023,4,37,BolCees,Astana Qazaqstan Team,",,0:00"
2023,4,38,PetitAdrien,Intermarché - Circus - Wanty,",,0:00"
2023,4,39,RenardAlexis,Cofidis,",,0:00"
2023,4,40,MadouasValentin,Groupama - FDJ,",,0:00"
2023,4,41,SinkeldamRamon,Alpecin - Deceuninck,",,0:00"
2023,4,42,PacherQuentin,Groupama - FDJ,",,0:00"
2023,4,43,KüngStefan,Groupama - FDJ,",,0:00"
2023,4,44,KirschAlex,Lidl - Trek,",,0:00"
2023,4,45,YatesSimon,Team Jayco AlUla,",,0:00"
2023,4,46,YatesAdam,UAE Team Emirates,",,0:00"
2023,4,47,WoodsMichael,Israel - Premier Tech,",,0:00"
2023,4,48,GauduDavid,Groupama - FDJ,",,0:00"
2023,4,49,BardetRomain,Team dsm - firmenich,",,0:00"
2023,4,50,MartinGuillaume,Cofidis,",,0:00"
2023,4,51,GallopinTony,Lidl - Trek,",,0:00"
2023,4,52,CalmejaneLilian,Intermarché - Circus - Wanty,",,0:00"
2023,4,53,CicconeGiulio,Lidl - Trek,",,0:00"
2023,4,54,NeilandsKrists,Israel - Premier Tech,",,0:00"
2023,4,55,RodríguezCarlos,INEOS Grenadiers,",,0:00"
2023,4,56,BuchmannEmanuel,BORA - hansgrohe,",,0:00"
2023,4,57,PerezAnthony,Cofidis,",,0:00"
2023,4,58,GuerreiroRuben,Movistar Team,",,0:00"
2023,4,59,TeunsDylan,Israel - Premier Tech,",,0:00"
2023,4,60,MeintjesLouis,Intermarché - Circus - Wanty,",,0:00"
2023,4,61,HouleHugo,Israel - Premier Tech,",,0:00"
2023,4,62,KussSepp,Jumbo-Visma,",,0:00"
2023,4,63,BerthetClément,AG2R Citroën Team,",,0:00"
2023,4,64,OssDaniel,TotalEnergies,",,0:00"
2023,4,65,TurnerBen,INEOS Grenadiers,",,0:00"
2023,4,66,PidcockTom,INEOS Grenadiers,",,0:00"
2023,4,67,LaengenVegard Stake,UAE Team Emirates,",,0:00"
2023,4,68,KwiatkowskiMichał,INEOS Grenadiers,",,0:00"
2023,4,69,O'ConnorBen,AG2R Citroën Team,",,0:00"
2023,4,70,LandaMikel,Bahrain - Victorious,",,0:00"
2023,4,71,BilbaoPello,Bahrain - Victorious,",,0:00"
2023,4,72,DewulfStan,AG2R Citroën Team,",,0:00"
2023,4,73,CraddockLawson,Team Jayco AlUla,",,0:00"
2023,4,74,PetersNans,AG2R Citroën Team,",,0:00"
2023,4,75,SchultzNick,Israel - Premier Tech,",,0:00"
2023,4,76,NaesenOliver,AG2R Citroën Team,",,0:00"
2023,4,77,CrasSteff,TotalEnergies,",,0:00"
2023,4,78,LópezJuan Pedro,Lidl - Trek,",,0:00"
2023,4,79,CampenaertsVictor,Lotto Dstny,",,0:00"
2023,4,80,PinotThibaut,Groupama - FDJ,",,0:00"
2023,4,81,GenietsKevin,Groupama - FDJ,",,0:00"
2023,4,82,ChavesEsteban,EF Education - EasyPost,",,0:00"
2023,4,83,TejadaHarold,Astana Qazaqstan Team,",,0:00"
2023,4,84,Paret-PeintreAurélien,AG2R Citroën Team,",,0:00"
2023,4,85,BenootTiesj,Jumbo-Visma,",,0:00"
2023,4,86,GallFelix,AG2R Citroën Team,",,0:00"
2023,4,87,GroßschartnerFelix,UAE Team Emirates,",,0:00"
2023,4,88,KeldermanWilco,Jumbo-Visma,",,0:00"
2023,4,89,BarguilWarren,Team Arkéa Samsic,",,0:00"
2023,4,90,DelaplaceAnthony,Team Arkéa Samsic,",,0:00"
2023,4,91,FerronValentin,TotalEnergies,",,0:00"
2023,4,92,CavagnaRémi,Soudal Quick-Step,",,0:00"
2023,4,93,JungelsBob,BORA - hansgrohe,",,0:00"
2023,4,94,BiermansJenthe,Team Arkéa Samsic,",,0:00"
2023,4,95,EekhoffNils,Team dsm - firmenich,",,0:00"
2023,4,96,Le GacOlivier,Groupama - FDJ,",,0:00"
2023,4,97,LafayVictor,Cofidis,",,0:00"
2023,4,98,CastroviejoJonathan,INEOS Grenadiers,",,0:00"
2023,4,99,BernalEgan,INEOS Grenadiers,",,0:00"
2023,4,100,GeschkeSimon,Cofidis,",,0:00"
2023,4,101,LutsenkoAlexey,Astana Qazaqstan Team,",,0:00"
2023,4,102,van den BergLars,Groupama - FDJ,",,0:00"
2023,4,103,VermeerschFlorian,Lotto Dstny,",,0:00"
2023,4,104,FrisonFrederik,Lotto Dstny,",,0:00"
2023,4,105,JohannessenTobias Halland,Uno-X Pro Cycling Team,",,0:00"
2023,4,106,ChampoussinClément,Team Arkéa Samsic,1:091:09
2023,4,107,FedorovYevgeniy,Astana Qazaqstan Team,*0:000:00
2023,4,108,MosconGianni,Astana Qazaqstan Team,"*,,0:00"
2023,4,109,OliveiraNelson,Movistar Team,"*,,0:00"
2023,4,110,FraileOmar,INEOS Grenadiers,"*,,0:00"
2023,4,111,TillerRasmus,Uno-X Pro Cycling Team,"*,,0:00"
2023,4,112,PolittNils,BORA - hansgrohe,1:191:19
2023,4,113,ZimmermannGeorg,Intermarché - Circus - Wanty,",,1:19"
2023,4,114,Van HooydonckNathan,Jumbo-Visma,",,1:19"
2023,4,115,GuglielmiSimon,Team Arkéa Samsic,1:221:22
2023,4,116,WrightFred,Bahrain - Victorious,1:261:26
2023,4,117,BoivinGuillaume,Israel - Premier Tech,*0:000:00
2023,4,118,ZingleAxel,Cofidis,"*,,0:00"
2023,4,119,MørkøvMichael,Soudal Quick-Step,"*,,0:00"
2023,4,120,EdmondsonAlex,Team dsm - firmenich,"*,,0:00"
2023,4,121,LampaertYves,Soudal Quick-Step,"*,,0:00"
2023,4,122,ClarkeSimon,Israel - Premier Tech,1:531:53
2023,4,123,KonradPatrick,BORA - hansgrohe,2:002:00
2023,4,124,HallerMarco,BORA - hansgrohe,*0:000:00
2023,4,125,DevenynsDries,Soudal Quick-Step,2:042:04
2023,4,126,van BaarleDylan,Jumbo-Visma,2:062:06
2023,4,127,TurgisAnthony,TotalEnergies,2:122:12
2023,4,128,PichonLaurent,Team Arkéa Samsic,",,2:12"
2023,4,129,AbrahamsenJonas,Uno-X Pro Cycling Team,*0:000:00
2023,4,130,CosnefroyBenoît,AG2R Citroën Team,2:122:12
2023,4,131,DeclercqTim,Soudal Quick-Step,",,2:12"
2023,4,132,DegenkolbJohn,Team dsm - firmenich,",,2:12"
2023,4,133,de la CruzDavid,Astana Qazaqstan Team,",,2:12"
2023,4,134,IzagirreIon,Cofidis,",,2:12"
2023,4,135,MajkaRafał,UAE Team Emirates,",,2:12"
2023,4,136,TræenTorstein,Uno-X Pro Cycling Team,",,2:12"
2023,4,137,CostaRui,Intermarché - Circus - Wanty,",,2:12"
2023,4,138,CharmigAnthon,Uno-X Pro Cycling Team,",,2:12"
2023,4,139,BurgaudeauMathieu,TotalEnergies,",,2:12"
2023,4,140,Van GilsMaxim,Lotto Dstny,",,2:12"
2023,4,141,GregaardJonas,Uno-X Pro Cycling Team,",,2:12"
2023,4,142,PoelsWout,Bahrain - Victorious,",,2:12"
2023,4,143,LatourPierre,TotalEnergies,",,2:12"
2023,4,144,IzagirreGorka,Movistar Team,",,2:12"
2023,4,145,HarperChris,Team Jayco AlUla,",,2:12"
2023,4,146,VermaerkeKevin,Team dsm - firmenich,",,2:12"
2023,4,147,DinhamMatthew,Team dsm - firmenich,",,2:12"
2023,4,148,BettiolAlberto,EF Education - EasyPost,",,2:12"
2023,4,149,PowlessNeilson,EF Education - EasyPost,",,2:12"
2023,4,150,MartínezDaniel Felipe,INEOS Grenadiers,",,2:12"
2023,4,151,JorgensonMatteo,Movistar Team,",,2:12"
2023,4,152,AranburuAlex,Movistar Team,",,2:12"
2023,4,153,HaigJack,Bahrain - Victorious,",,2:12"
2023,4,154,WærenskjoldSøren,Uno-X Pro Cycling Team,*0:000:00
2023,4,155,HamiltonChris,Team dsm - firmenich,2:122:12
2023,4,156,CortMagnus,EF Education - EasyPost,",,2:12"
2023,4,157,AmadorAndrey,EF Education - EasyPost,",,2:12"
2023,4,158,MühlbergerGregor,Movistar Team,",,2:12"
2023,4,159,ShawJames,EF Education - EasyPost,",,2:12"
2023,4,160,DillierSilvan,Alpecin - Deceuninck,",,2:12"
2023,4,161,UránRigoberto,EF Education - EasyPost,",,2:12"
2023,4,162,GoglMichael,Alpecin - Deceuninck,",,2:12"
2023,4,163,HermansQuinten,Alpecin - Deceuninck,",,2:12"
2023,4,164,Juul-JensenChristopher,Team Jayco AlUla,",,2:12"
2023,4,165,SolerMarc,UAE Team Emirates,2:202:20
2023,4,166,EenkhoornPascal,Lotto Dstny,2:422:42
2023,4,167,De BuystJasper,Lotto Dstny,",,2:42"
2023,4,168,PedreroAntonio,Movistar Team,2:502:50
2023,4,169,MohoričMatej,Bahrain - Victorious,*0:000:00
2023,4,170,SimmonsQuinn,Lidl - Trek,3:453:45
2023,4,171,BjergMikkel,UAE Team Emirates,4:214:21
2023,4,172,JakobsenFabio,Soudal Quick-Step,*0:000:00
2023,4,173,GuarnieriJacopo,Lotto Dstny,"*,,0:00"
2023,4,174,SánchezLuis León,Astana Qazaqstan Team,"*,,0:00"
2023,5,1,HindleyJai,BORA - hansgrohe,3:57:073:57:07
2023,5,2,CicconeGiulio,Lidl - Trek,0:320:32
2023,5,3,GallFelix,AG2R Citroën Team,",,0:32"
2023,5,4,BuchmannEmanuel,BORA - hansgrohe,",,0:32"
2023,5,5,VingegaardJonas,Jumbo-Visma,0:340:34
2023,5,6,SkjelmoseMattias,Lidl - Trek,1:381:38
2023,5,7,MartínezDaniel Felipe,INEOS Grenadiers,",,1:38"
2023,5,8,PogačarTadej,UAE Team Emirates,",,1:38"
2023,5,9,GauduDavid,Groupama - FDJ,",,1:38"
2023,5,10,RodríguezCarlos,INEOS Grenadiers,",,1:38"
2023,5,11,HaigJack,Bahrain - Victorious,",,1:38"
2023,5,12,KussSepp,Jumbo-Visma,",,1:38"
2023,5,13,YatesSimon,Team Jayco AlUla,",,1:38"
2023,5,14,MadouasValentin,Groupama - FDJ,",,1:38"
2023,5,15,YatesAdam,UAE Team Emirates,",,1:38"
2023,5,16,O'ConnorBen,AG2R Citroën Team,1:571:57
2023,5,17,PidcockTom,INEOS Grenadiers,",,1:57"
2023,5,18,BardetRomain,Team dsm - firmenich,",,1:57"
2023,5,19,WoodsMichael,Israel - Premier Tech,",,1:57"
2023,5,20,PinotThibaut,Groupama - FDJ,",,1:57"
2023,5,21,AlaphilippeJulian,Soudal Quick-Step,",,1:57"
2023,5,22,JorgensonMatteo,Movistar Team,",,1:57"
2023,5,23,BenootTiesj,Jumbo-Visma,",,1:57"
2023,5,24,LópezJuan Pedro,Lidl - Trek,",,1:57"
2023,5,25,BerthetClément,AG2R Citroën Team,2:382:38
2023,5,26,MartinGuillaume,Cofidis,2:552:55
2023,5,27,BilbaoPello,Bahrain - Victorious,",,2:55"
2023,5,28,CrasSteff,TotalEnergies,",,2:55"
2023,5,29,LandaMikel,Bahrain - Victorious,",,2:55"
2023,5,30,MeintjesLouis,Intermarché - Circus - Wanty,",,2:55"
2023,5,31,HamiltonChris,Team dsm - firmenich,",,2:55"
2023,5,32,KeldermanWilco,Jumbo-Visma,",,2:55"
2023,5,33,BernalEgan,INEOS Grenadiers,3:213:21
2023,5,34,HarperChris,Team Jayco AlUla,3:233:23
2023,5,35,CastroviejoJonathan,INEOS Grenadiers,3:243:24
2023,5,36,FraileOmar,INEOS Grenadiers,3:273:27
2023,5,37,TeunsDylan,Israel - Premier Tech,6:496:49
2023,5,38,SchultzNick,Israel - Premier Tech,",,6:49"
2023,5,39,NeilandsKrists,Israel - Premier Tech,",,6:49"
2023,5,40,GuerreiroRuben,Movistar Team,",,6:49"
2023,5,41,BurgaudeauMathieu,TotalEnergies,",,6:49"
2023,5,42,van AertWout,Jumbo-Visma,8:148:14
2023,5,43,TejadaHarold,Astana Qazaqstan Team,",,8:14"
2023,5,44,JungelsBob,BORA - hansgrohe,",,8:14"
2023,5,45,UránRigoberto,EF Education - EasyPost,",,8:14"
2023,5,46,Paret-PeintreAurélien,AG2R Citroën Team,11:0811:08
2023,5,47,GenietsKevin,Groupama - FDJ,",,11:08"
2023,5,48,GallopinTony,Lidl - Trek,",,11:08"
2023,5,49,VermaerkeKevin,Team dsm - firmenich,",,11:08"
2023,5,50,CalmejaneLilian,Intermarché - Circus - Wanty,",,11:08"
2023,5,51,Van GilsMaxim,Lotto Dstny,",,11:08"
2023,5,52,BarguilWarren,Team Arkéa Samsic,",,11:08"
2023,5,53,ZimmermannGeorg,Intermarché - Circus - Wanty,",,11:08"
2023,5,54,de la CruzDavid,Astana Qazaqstan Team,",,11:08"
2023,5,55,MajkaRafał,UAE Team Emirates,",,11:08"
2023,5,56,CraddockLawson,Team Jayco AlUla,",,11:08"
2023,5,57,MühlbergerGregor,Movistar Team,",,11:08"
2023,5,58,PedreroAntonio,Movistar Team,",,11:08"
2023,5,59,PerezAnthony,Cofidis,13:1013:10
2023,5,60,PoelsWout,Bahrain - Victorious,",,13:10"
2023,5,61,van BaarleDylan,Jumbo-Visma,",,13:10"
2023,5,62,DinhamMatthew,Team dsm - firmenich,",,13:10"
2023,5,63,van den BergLars,Groupama - FDJ,",,13:10"
2023,5,64,PetersNans,AG2R Citroën Team,",,13:10"
2023,5,65,HouleHugo,Israel - Premier Tech,",,13:10"
2023,5,66,KüngStefan,Groupama - FDJ,",,13:10"
2023,5,67,PacherQuentin,Groupama - FDJ,",,13:10"
2023,5,68,IzagirreIon,Cofidis,",,13:10"
2023,5,69,GeschkeSimon,Cofidis,15:1015:10
2023,5,70,GregaardJonas,Uno-X Pro Cycling Team,",,15:10"
2023,5,71,ChavesEsteban,EF Education - EasyPost,16:5216:52
2023,5,72,CostaRui,Intermarché - Circus - Wanty,",,16:52"
2023,5,73,FerronValentin,TotalEnergies,",,16:52"
2023,5,74,ChampoussinClément,Team Arkéa Samsic,",,16:52"
2023,5,75,HallerMarco,BORA - hansgrohe,",,16:52"
2023,5,76,KwiatkowskiMichał,INEOS Grenadiers,",,16:52"
2023,5,77,JohannessenTobias Halland,Uno-X Pro Cycling Team,",,16:52"
2023,5,78,ClarkeSimon,Israel - Premier Tech,",,16:52"
2023,5,79,GroßschartnerFelix,UAE Team Emirates,",,16:52"
2023,5,80,Boasson HagenEdvald,TotalEnergies,17:1517:15
2023,5,81,AbrahamsenJonas,Uno-X Pro Cycling Team,",,17:15"
2023,5,82,BettiolAlberto,EF Education - EasyPost,",,17:15"
2023,5,83,OliveiraNelson,Movistar Team,",,17:15"
2023,5,84,CampenaertsVictor,Lotto Dstny,",,17:15"
2023,5,85,Van HooydonckNathan,Jumbo-Visma,",,17:15"
2023,5,86,EenkhoornPascal,Lotto Dstny,",,17:15"
2023,5,87,ShawJames,EF Education - EasyPost,",,17:15"
2023,5,88,DewulfStan,AG2R Citroën Team,",,17:15"
2023,5,89,IzagirreGorka,Movistar Team,",,17:15"
2023,5,90,TurnerBen,INEOS Grenadiers,17:2417:24
2023,5,91,LutsenkoAlexey,Astana Qazaqstan Team,",,17:24"
2023,5,92,WrightFred,Bahrain - Victorious,19:0119:01
2023,5,93,CortMagnus,EF Education - EasyPost,22:0122:01
2023,5,94,LaporteChristophe,Jumbo-Visma,",,22:01"
2023,5,95,ArndtNikias,Bahrain - Victorious,22:2422:24
2023,5,96,PolittNils,BORA - hansgrohe,",,22:24"
2023,5,97,LouvelMatis,Team Arkéa Samsic,",,22:24"
2023,5,98,GuglielmiSimon,Team Arkéa Samsic,",,22:24"
2023,5,99,DillierSilvan,Alpecin - Deceuninck,",,22:24"
2023,5,100,HermansQuinten,Alpecin - Deceuninck,",,22:24"
2023,5,101,BjergMikkel,UAE Team Emirates,",,22:24"
2023,5,102,LaengenVegard Stake,UAE Team Emirates,",,22:24"
2023,5,103,AranburuAlex,Movistar Team,",,22:24"
2023,5,104,SolerMarc,UAE Team Emirates,",,22:24"
2023,5,105,AmadorAndrey,EF Education - EasyPost,",,22:24"
2023,5,106,PowlessNeilson,EF Education - EasyPost,",,22:24"
2023,5,107,Juul-JensenChristopher,Team Jayco AlUla,",,22:24"
2023,5,108,DelaplaceAnthony,Team Arkéa Samsic,",,22:24"
2023,5,109,OssDaniel,TotalEnergies,26:0226:02
2023,5,110,CavagnaRémi,Soudal Quick-Step,27:1927:19
2023,5,111,ZingleAxel,Cofidis,",,27:19"
2023,5,112,SmithDion,Intermarché - Circus - Wanty,",,27:19"
2023,5,113,PetitAdrien,Intermarché - Circus - Wanty,",,27:19"
2023,5,114,KirschAlex,Lidl - Trek,",,27:19"
2023,5,115,TeunissenMike,Intermarché - Circus - Wanty,",,27:19"
2023,5,116,KristoffAlexander,Uno-X Pro Cycling Team,",,27:19"
2023,5,117,AsgreenKasper,Soudal Quick-Step,",,27:19"
2023,5,118,StrongCorbin,Israel - Premier Tech,",,27:19"
2023,5,119,LafayVictor,Cofidis,",,27:19"
2023,5,120,EekhoffNils,Team dsm - firmenich,",,27:19"
2023,5,121,DegenkolbJohn,Team dsm - firmenich,",,27:19"
2023,5,122,GoglMichael,Alpecin - Deceuninck,",,27:19"
2023,5,123,PedersenMads,Lidl - Trek,",,27:19"
2023,5,124,NaesenOliver,AG2R Citroën Team,",,27:19"
2023,5,125,van PoppelDanny,BORA - hansgrohe,",,27:19"
2023,5,126,BoivinGuillaume,Israel - Premier Tech,",,27:19"
2023,5,127,StuyvenJasper,Lidl - Trek,",,27:19"
2023,5,128,van der PoelMathieu,Alpecin - Deceuninck,",,27:19"
2023,5,129,VermeerschFlorian,Lotto Dstny,",,27:19"
2023,5,130,TrentinMatteo,UAE Team Emirates,",,27:19"
2023,5,131,MeeusJordi,BORA - hansgrohe,",,27:19"
2023,5,132,EdmondsonAlex,Team dsm - firmenich,",,27:19"
2023,5,133,PhilipsenJasper,Alpecin - Deceuninck,",,27:19"
2023,5,134,TillerRasmus,Uno-X Pro Cycling Team,",,27:19"
2023,5,135,SaganPeter,TotalEnergies,",,27:19"
2023,5,136,SimmonsQuinn,Lidl - Trek,",,27:19"
2023,5,137,WelsfordSam,Team dsm - firmenich,",,27:19"
2023,5,138,GirmayBiniam,Intermarché - Circus - Wanty,",,27:19"
2023,5,139,CharmigAnthon,Uno-X Pro Cycling Team,",,27:19"
2023,5,140,Kragh AndersenSøren,Alpecin - Deceuninck,",,27:19"
2023,5,141,RenardAlexis,Cofidis,",,27:19"
